pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
[{'11808'}],0.9206653924386657,0.6150972229227716,67,"{1.0: 51, 0.0: 16}",0.000999000999000999,0.0018849075452849037,True
"[{'1044'}, {'22571'}]",0.8367651417045269,0.6321099428153585,135,"{1.0: 118, 0.0: 17}",0.000999000999000999,0.0018849075452849037,True
[{'9951'}],0.7603868554190817,0.5081947006172303,82,"{1.0: 66, 0.0: 16}",0.000999000999000999,0.0018849075452849037,True
[{'4689'}],0.6620356766466245,0.5499908042450746,63,"{1.0: 48, 0.0: 15}",0.000999000999000999,0.0018849075452849037,True
"[{'2317'}, {'2308'}]",0.5394988166159933,0.44989149865101685,60,"{1.0: 44, 0.0: 16}",0.000999000999000999,0.0018849075452849037,True
[{'12581'}],0.5386375280592822,0.42172218335760336,168,"{1.0: 115, 0.0: 53}",0.000999000999000999,0.0018849075452849037,True
[{'9680'}],0.4447609672656337,0.5177344573354812,143,"{1.0: 116, 0.0: 27}",0.000999000999000999,0.0018849075452849037,True
"[{'3021'}, {'7207'}]",0.43617425921201514,0.4096242806149854,96,"{1.0: 72, 0.0: 24}",0.000999000999000999,0.0018849075452849037,True
"[{'3348'}, {'2007'}]",0.41964367179671663,0.432804225302162,73,"{1.0: 62, 0.0: 11}",1.0,1.0,False
[{'5223'}],0.39623949515557527,0.38129927073965963,201,"{1.0: 135, 0.0: 66}",0.000999000999000999,0.0018849075452849037,True
[{'5637'}],0.3925231650832562,0.3926368601845973,208,"{1.0: 154, 0.0: 54}",0.000999000999000999,0.0018849075452849037,True
"[{'1037'}, {'2304'}]",0.3322718692527259,0.3005143074592572,67,"{1.0: 46, 0.0: 21}",0.000999000999000999,0.0018849075452849037,True
"[{'5637'}, {'2015'}]",0.31748910977578815,0.4130317186665647,86,"{1.0: 71, 0.0: 15}",0.000999000999000999,0.0018849075452849037,True
"[{'2317'}, {'1012'}]",0.30758367153834304,0.3451427090519395,89,"{1.0: 58, 0.0: 31}",0.000999000999000999,0.0018849075452849037,True
[{'6101'}],0.30161408011080587,0.33829340318430345,234,"{0.0: 77, 1.0: 157}",0.000999000999000999,0.0018849075452849037,True
[{'2304'}],0.2889958919956114,0.30723969318874345,233,"{0.0: 67, 1.0: 166}",0.000999000999000999,0.0018849075452849037,True
"[{'28616'}, {'15707'}, {'26942'}]",0.25924034521445133,0.3502600216692737,110,"{0.0: 31, 1.0: 79}",0.000999000999000999,0.0018849075452849037,True
"[{'2066'}, {'2017'}]",0.2573823166061176,0.30015403061868656,60,"{1.0: 42, 0.0: 18}",0.000999000999000999,0.0018849075452849037,True
[{'2317'}],0.24694930003696366,0.30564813517749323,458,"{1.0: 324, 0.0: 134}",0.000999000999000999,0.0018849075452849037,True
"[{'2138'}, {'2002'}]",0.23711512611109417,0.2919778244533846,87,"{1.0: 62, 0.0: 25}",0.000999000999000999,0.0018849075452849037,True
"[{'2075'}, {'2308'}]",0.22598671533008832,0.37634498020588714,105,"{1.0: 79, 0.0: 26}",0.000999000999000999,0.0018849075452849037,True
"[{'1010'}, {'8398'}]",0.22446285579938868,0.3084166148254225,91,"{0.0: 37, 1.0: 54}",0.000999000999000999,0.0018849075452849037,True
[{'5051'}],0.21899168176346862,0.30567607015096643,66,"{1.0: 35, 0.0: 31}",0.000999000999000999,0.0018849075452849037,True
"[{'8398'}, {'1037'}]",0.2188809714390614,0.346336031614831,73,"{1.0: 55, 0.0: 18}",0.000999000999000999,0.0018849075452849037,True
[{'5305'}],0.21749904546678595,0.40603921040297425,98,"{1.0: 81, 0.0: 17}",0.000999000999000999,0.0018849075452849037,True
[{'3021'}],0.2133841095586755,0.2817890643743992,200,"{1.0: 127, 0.0: 73}",0.000999000999000999,0.0018849075452849037,True
"[{'4424'}, {'6101'}]",0.21135823505435608,0.23562874243415863,112,"{0.0: 41, 1.0: 71}",0.000999000999000999,0.0018849075452849037,True
"[{'2016'}, {'2003'}, {'1037'}]",0.20825660383081768,0.3063333667038629,80,"{0.0: 32, 1.0: 48}",0.000999000999000999,0.0018849075452849037,True
"[{'1996'}, {'2277'}]",0.19729189684745876,0.19072652323800188,151,"{0.0: 106, 1.0: 45}",0.000999000999000999,0.0018849075452849037,True
"[{'8398'}, {'2003'}]",0.1964535361820211,0.31897609047666575,158,"{0.0: 37, 1.0: 121}",0.000999000999000999,0.0018849075452849037,True
"[{'2060'}, {'2308'}]",0.1912987046063228,0.22542805358888166,64,"{0.0: 26, 1.0: 38}",0.000999000999000999,0.0018849075452849037,True
"[{'2002'}, {'1005'}, {'1055'}]",0.19111544632878485,0.28038037301480834,138,"{1.0: 83, 0.0: 55}",0.000999000999000999,0.0018849075452849037,True
"[{'8398'}, {'1005'}]",0.19050772573640268,0.2621792193163525,143,"{0.0: 55, 1.0: 88}",0.000999000999000999,0.0018849075452849037,True
"[{'1010'}, {'1996'}, {'1010'}]",0.18562475734470116,0.1597653517789311,61,"{0.0: 36, 1.0: 25}",0.000999000999000999,0.0018849075452849037,True
"[{'1998'}, {'2010'}]",0.18537053862777028,0.258857910707475,118,"{0.0: 41, 1.0: 77}",0.000999000999000999,0.0018849075452849037,True
"[{'1012'}, {'18520'}]",0.18499703003576354,0.27325477989183533,63,"{0.0: 18, 1.0: 45}",0.000999000999000999,0.0018849075452849037,True
"[{'3348'}, {'1012'}]",0.18141250446591103,0.20693781387187746,91,"{1.0: 57, 0.0: 34}",0.001998001998001998,0.003386444064410166,True
"[{'8398'}, {'1012'}]",0.1806288475556549,0.25891136330314524,139,"{0.0: 55, 1.0: 84}",0.000999000999000999,0.0018849075452849037,True
[{'18520'}],0.17648649967620908,0.2583421744598975,301,"{0.0: 100, 1.0: 201}",0.000999000999000999,0.0018849075452849037,True
"[{'2016'}, {'1005'}, {'1055'}]",0.17612249229085486,0.22218841460164426,101,"{1.0: 53, 0.0: 48}",0.000999000999000999,0.0018849075452849037,True
[{'6221'}],0.17562886791404578,0.25136391931696783,118,"{1.0: 79, 0.0: 39}",0.001998001998001998,0.003386444064410166,True
"[{'2024'}, {'2074'}]",0.17469894984699083,0.2089016718324274,72,"{0.0: 32, 1.0: 40}",0.002997002997002997,0.0046107738415430725,True
"[{'5444'}, {'2005'}]",0.1746027572307316,0.2535671656650882,91,"{1.0: 62, 0.0: 29}",0.002997002997002997,0.0046107738415430725,True
"[{'2031'}, {'2017'}]",0.17437401497551722,0.25544161298151674,63,"{1.0: 34, 0.0: 29}",0.005994005994005994,0.00856286570572285,True
[{'2730'}],0.17427507128923214,0.23139691393336526,110,"{1.0: 64, 0.0: 46}",0.000999000999000999,0.0018849075452849037,True
"[{'3789'}, {'2005'}]",0.17326859571660158,0.23907730636037575,102,"{1.0: 61, 0.0: 41}",0.001998001998001998,0.003386444064410166,True
"[{'2068'}, {'1996'}]",0.17262119213198754,0.2231077231723359,81,"{1.0: 49, 0.0: 32}",0.002997002997002997,0.0046107738415430725,True
[{'8398'}],0.17223004721155133,0.2480735069848244,900,"{1.0: 604, 0.0: 296}",0.000999000999000999,0.0018849075452849037,True
"[{'2023'}, {'2406'}]",0.1721873308104548,0.2198482305541927,67,"{0.0: 33, 1.0: 34}",0.002997002997002997,0.0046107738415430725,True
[{'4424'}],0.1708147277343948,0.19093201936298124,398,"{0.0: 148, 1.0: 250}",0.000999000999000999,0.0018849075452849037,True
[{'4214'}],0.16880372430396276,0.23613974997685702,97,"{1.0: 59, 0.0: 38}",0.000999000999000999,0.0018849075452849037,True
"[{'1037'}, {'9129'}, {'1997'}]",0.16876412444707098,0.2588577800938352,60,"{1.0: 44, 0.0: 16}",0.014985014985014986,0.01722415515518964,True
"[{'10469'}, {'2015'}]",0.16845743315803716,0.20662446520402672,93,"{1.0: 55, 0.0: 38}",0.004995004995004995,0.007239137673920283,True
[{'10166'}],0.16842093412370437,0.23278604498084046,70,"{0.0: 32, 1.0: 38}",0.006993006993006993,0.00945000945000945,True
"[{'2054'}, {'2079'}]",0.1676093842851402,0.24499448584658762,60,"{1.0: 25, 0.0: 35}",0.001998001998001998,0.003386444064410166,True
"[{'1012'}, {'8398'}]",0.16603563146350095,0.2478506695817969,207,"{0.0: 61, 1.0: 146}",0.000999000999000999,0.0018849075452849037,True
[{'5152'}],0.16570996654993198,0.20625842712828696,186,"{1.0: 129, 0.0: 57}",0.000999000999000999,0.0018849075452849037,True
"[{'1997'}, {'4424'}]",0.16508690398269113,0.1527011567528868,94,"{0.0: 42, 1.0: 52}",0.002997002997002997,0.0046107738415430725,True
"[{'2002'}, {'2003'}]",0.16488035282858085,0.25366890747789983,162,"{0.0: 54, 1.0: 108}",0.000999000999000999,0.0018849075452849037,True
"[{'1999'}, {'2010'}]",0.16383668071129515,0.22358180166532593,88,"{0.0: 48, 1.0: 40}",0.001998001998001998,0.003386444064410166,True
"[{'2002'}, {'2001'}]",0.16359079780148603,0.2046377745064109,189,"{0.0: 74, 1.0: 115}",0.000999000999000999,0.0018849075452849037,True
"[{'999'}, {'999'}, {'999'}]",0.16320582114028026,0.2554374465892522,85,"{0.0: 27, 1.0: 58}",0.007992007992007992,0.010379231158451938,True
"[{'2111'}, {'1010'}]",0.16268320107933423,0.21883918167245034,109,"{0.0: 53, 1.0: 56}",0.002997002997002997,0.0046107738415430725,True
"[{'1037'}, {'1029'}]",0.16228630728403287,0.19309295846697982,80,"{0.0: 39, 1.0: 41}",0.004995004995004995,0.007239137673920283,True
[{'3238'}],0.1621525717029182,0.21694719410957175,72,"{1.0: 47, 0.0: 25}",0.00999000999000999,0.012487512487512486,True
"[{'2005'}, {'2017'}]",0.16202939472912498,0.21391596373300567,75,"{1.0: 43, 0.0: 32}",0.00999000999000999,0.012487512487512486,True
"[{'2003'}, {'1037'}, {'1012'}]",0.1615107084850813,0.20789767215809515,81,"{0.0: 31, 1.0: 50}",0.011988011988011988,0.014619526814648768,True
[{'28616'}],0.16142384329190262,0.21278737396911943,237,"{1.0: 139, 0.0: 98}",0.000999000999000999,0.0018849075452849037,True
[{'7207'}],0.15990143426060863,0.22257818243605348,298,"{0.0: 99, 1.0: 199}",0.000999000999000999,0.0018849075452849037,True
"[{'2123'}, {'1005'}, {'1056'}, {'2228'}]",0.15952722398273902,0.1897745479271408,71,"{0.0: 37, 1.0: 34}",0.012987012987012988,0.015460729746444034,True
"[{'2308'}, {'1998'}, {'2336'}]",0.15695322955668095,0.20015056663307182,86,"{0.0: 38, 1.0: 48}",0.007992007992007992,0.010379231158451938,True
"[{'1998'}, {'2002'}]",0.156485612178128,0.2056416824063119,118,"{1.0: 73, 0.0: 45}",0.003996003996003996,0.00596418506866268,True
"[{'2023'}, {'2450'}, {'2003'}]",0.15633686993779883,0.20766832472062574,66,"{1.0: 51, 0.0: 15}",0.028971028971028972,0.03017815517815518,True
