pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
"[{'5637'}, {'3510'}, {'1012'}]",0.21646842155139223,0.3104873597316566,77,"{0.0: 61, 1.0: 16}",0.000999000999000999,0.0011224730325853922,True
[{'2343'}],0.19904971241617597,0.25263379411177433,63,"{0.0: 47, 1.0: 16}",0.000999000999000999,0.0011224730325853922,True
"[{'1997'}, {'3510'}]",0.196872092344402,0.30521280645483334,69,"{0.0: 58, 1.0: 11}",1.0,1.0,False
"[{'1996'}, {'6243'}]",0.1772122478095937,0.19852896045755458,69,"{0.0: 54, 1.0: 15}",0.000999000999000999,0.0011224730325853922,True
"[{'2017'}, {'2215'}]",0.1768567048782658,0.19691638965486435,81,"{0.0: 57, 1.0: 24}",0.000999000999000999,0.0011224730325853922,True
"[{'1000'}, {'2009'}]",0.17490568044072594,0.2139826541566579,80,"{0.0: 59, 1.0: 21}",0.000999000999000999,0.0011224730325853922,True
"[{'1012'}, {'1006'}]",0.16767722854479145,0.18592965984020104,64,"{0.0: 49, 1.0: 15}",0.000999000999000999,0.0011224730325853922,True
[{'2553'}],0.16646041307328513,0.21200309171774312,127,"{0.0: 104, 1.0: 23}",0.000999000999000999,0.0011224730325853922,True
"[{'2037'}, {'1012'}]",0.1650054853522288,0.1648678990722704,120,"{1.0: 35, 0.0: 85}",0.000999000999000999,0.0011224730325853922,True
"[{'2000'}, {'2010'}]",0.16413150073049448,0.18745730575812086,82,"{0.0: 63, 1.0: 19}",0.000999000999000999,0.0011224730325853922,True
"[{'1010'}, {'2007'}]",0.16326061110645945,0.19419430285807732,67,"{1.0: 24, 0.0: 43}",0.000999000999000999,0.0011224730325853922,True
[{'2147'}],0.16227183407517168,0.20084036108962988,107,"{1.0: 22, 0.0: 85}",0.000999000999000999,0.0011224730325853922,True
"[{'21877'}, {'3527'}]",0.1619697608134127,0.20473143710539887,61,"{1.0: 26, 0.0: 35}",0.000999000999000999,0.0011224730325853922,True
"[{'2054'}, {'1996'}]",0.16193495392973145,0.17069634098511244,105,"{0.0: 77, 1.0: 28}",0.000999000999000999,0.0011224730325853922,True
"[{'8254'}, {'3993'}]",0.1603707710121005,0.1641423443953196,66,"{1.0: 21, 0.0: 45}",0.000999000999000999,0.0011224730325853922,True
"[{'5637'}, {'2916'}]",0.1590294398195573,0.20851320997420425,116,"{0.0: 92, 1.0: 24}",0.000999000999000999,0.0011224730325853922,True
[{'2490'}],0.1586773258550267,0.18353136889636518,183,"{0.0: 143, 1.0: 40}",0.000999000999000999,0.0011224730325853922,True
"[{'1007'}, {'1996'}]",0.15721340604255005,0.18516289931248853,72,"{1.0: 17, 0.0: 55}",0.000999000999000999,0.0011224730325853922,True
[{'11324'}],0.15634283961199535,0.21030524424769326,176,"{0.0: 145, 1.0: 31}",0.000999000999000999,0.0011224730325853922,True
"[{'1998'}, {'2002'}]",0.15585220578644332,0.17711963176727297,70,"{0.0: 50, 1.0: 20}",0.000999000999000999,0.0011224730325853922,True
[{'2155'}],0.1549796686854968,0.1784159487746615,107,"{1.0: 21, 0.0: 86}",0.000999000999000999,0.0011224730325853922,True
"[{'2000'}, {'1996'}, {'1010'}]",0.15471338248971583,0.20565904849240563,64,"{0.0: 49, 1.0: 15}",0.000999000999000999,0.0011224730325853922,True
[{'6905'}],0.15445871755862592,0.17458565491990402,100,"{1.0: 34, 0.0: 66}",0.000999000999000999,0.0011224730325853922,True
[{'2438'}],0.15365851162428149,0.14980240341970474,84,"{0.0: 59, 1.0: 25}",0.000999000999000999,0.0011224730325853922,True
"[{'2008'}, {'2038'}]",0.15324598960989833,0.15809431474394448,67,"{1.0: 19, 0.0: 48}",0.000999000999000999,0.0011224730325853922,True
"[{'2022'}, {'1999'}]",0.152973085782474,0.1637283601305064,67,"{0.0: 50, 1.0: 17}",0.000999000999000999,0.0011224730325853922,True
"[{'2012'}, {'2560'}]",0.15281769864588682,0.1988719867335425,77,"{0.0: 63, 1.0: 14}",1.0,1.0,False
"[{'2001'}, {'2025'}]",0.15227775537817864,0.18858911295223724,63,"{0.0: 46, 1.0: 17}",0.000999000999000999,0.0011224730325853922,True
[{'2231'}],0.15223702839703912,0.1738028714673941,117,"{0.0: 95, 1.0: 22}",0.000999000999000999,0.0011224730325853922,True
"[{'5637'}, {'2273'}]",0.1518894738507088,0.1522942895245038,150,"{1.0: 61, 0.0: 89}",0.000999000999000999,0.0011224730325853922,True
"[{'2004'}, {'1996'}]",0.15132060829253036,0.15852372153106759,127,"{1.0: 26, 0.0: 101}",0.000999000999000999,0.0011224730325853922,True
[{'1015'}],0.15082486863436564,0.16942557009351605,107,"{0.0: 86, 1.0: 21}",0.000999000999000999,0.0011224730325853922,True
"[{'2031'}, {'1996'}]",0.15037236069263332,0.15531909789728082,104,"{0.0: 81, 1.0: 23}",0.000999000999000999,0.0011224730325853922,True
"[{'1997'}, {'1999'}]",0.1496412749428467,0.15349011524900125,83,"{0.0: 67, 1.0: 16}",0.000999000999000999,0.0011224730325853922,True
"[{'1000'}, {'1999'}]",0.1487503279613473,0.16495515266433358,80,"{0.0: 64, 1.0: 16}",0.000999000999000999,0.0011224730325853922,True
[{'3277'}],0.14862089052226185,0.18525444400523033,170,"{0.0: 134, 1.0: 36}",0.000999000999000999,0.0011224730325853922,True
"[{'1012'}, {'2036'}]",0.14792826123393218,0.1711349888571671,62,"{1.0: 20, 0.0: 42}",0.000999000999000999,0.0011224730325853922,True
"[{'1029'}, {'2009'}]",0.14721674062545287,0.13392533180760396,62,"{0.0: 45, 1.0: 17}",0.001998001998001998,0.00210315999789684,True
[{'1524'}],0.14712006090754712,0.1340887664694979,94,"{0.0: 72, 1.0: 22}",0.000999000999000999,0.0011224730325853922,True
"[{'1007'}, {'1998'}]",0.14663412134663675,0.1437131148788769,68,"{0.0: 46, 1.0: 22}",0.000999000999000999,0.0011224730325853922,True
"[{'2021'}, {'1045'}]",0.14624612860431624,0.1341507225349453,127,"{0.0: 92, 1.0: 35}",0.000999000999000999,0.0011224730325853922,True
"[{'1996'}, {'2000'}]",0.14611041714181874,0.15829556132754186,239,"{0.0: 188, 1.0: 51}",0.000999000999000999,0.0011224730325853922,True
"[{'10214'}, {'2000'}]",0.14597370987783329,0.1612824710458517,66,"{0.0: 50, 1.0: 16}",0.000999000999000999,0.0011224730325853922,True
"[{'1012'}, {'2031'}]",0.14576266077132358,0.15863824187735326,120,"{0.0: 102, 1.0: 18}",0.000999000999000999,0.0011224730325853922,True
"[{'1010'}, {'1999'}]",0.14566360694781932,0.1324037805713456,198,"{1.0: 58, 0.0: 140}",0.000999000999000999,0.0011224730325853922,True
"[{'1996'}, {'1005'}, {'1055'}]",0.1455774117117222,0.1388421432257128,132,"{0.0: 98, 1.0: 34}",0.000999000999000999,0.0011224730325853922,True
