pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
"[{'5637'}, {'3510'}, {'1012'}]",0.21646842155139223,0.3104873597316566,77,"{np.float64(0.0): 61, np.float64(1.0): 16}",0.000999000999000999,0.0012333345666678999,True
"[{'1997'}, {'3510'}]",0.196872092344402,0.30521280645483334,69,"{np.float64(0.0): 58, np.float64(1.0): 11}",1.0,1.0,False
"[{'2017'}, {'2215'}]",0.1768567048782658,0.19691638965486435,81,"{np.float64(0.0): 57, np.float64(1.0): 24}",0.000999000999000999,0.0012333345666678999,True
"[{'1000'}, {'2009'}]",0.17490568044072594,0.2139826541566579,80,"{np.float64(0.0): 59, np.float64(1.0): 21}",0.000999000999000999,0.0012333345666678999,True
[{'3314'}],0.17142678507795095,0.28338302851715297,117,"{np.float64(0.0): 103, np.float64(1.0): 14}",1.0,1.0,False
[{'3423'}],0.17060469791821148,0.3056380151207232,105,"{np.float64(0.0): 92, np.float64(1.0): 13}",1.0,1.0,False
[{'2553'}],0.16646041307328513,0.21200309171774312,127,"{np.float64(0.0): 104, np.float64(1.0): 23}",0.000999000999000999,0.0012333345666678999,True
"[{'24004'}, {'20200'}]",0.16530282217387696,0.20403848607249625,62,"{np.float64(0.0): 34, np.float64(1.0): 28}",0.000999000999000999,0.0012333345666678999,True
"[{'2037'}, {'1012'}]",0.1650054853522288,0.1648678990722704,120,"{np.float64(1.0): 35, np.float64(0.0): 85}",0.000999000999000999,0.0012333345666678999,True
"[{'2000'}, {'2010'}]",0.16413150073049448,0.18745730575812086,82,"{np.float64(0.0): 63, np.float64(1.0): 19}",0.000999000999000999,0.0012333345666678999,True
"[{'1010'}, {'2007'}]",0.16326061110645945,0.19419430285807732,67,"{np.float64(1.0): 24, np.float64(0.0): 43}",0.000999000999000999,0.0012333345666678999,True
[{'2147'}],0.16227183407517168,0.20084036108962988,107,"{np.float64(1.0): 22, np.float64(0.0): 85}",0.000999000999000999,0.0012333345666678999,True
"[{'21877'}, {'3527'}]",0.1619697608134127,0.20473143710539887,61,"{np.float64(1.0): 26, np.float64(0.0): 35}",0.000999000999000999,0.0012333345666678999,True
"[{'2054'}, {'1996'}]",0.16193495392973145,0.17069634098511244,105,"{np.float64(0.0): 77, np.float64(1.0): 28}",0.000999000999000999,0.0012333345666678999,True
