nodes_visited,iterations,runtime_seconds,tree_depth_reached,successful_expansions,expansion_success_rate,valid_from_exploration,valid_from_exploitation,unique_patterns_in_queue,redundant_add_attempts,patterns_visited_2_times,patterns_visited_3_times,patterns_visited_4_times,patterns_visited_5_times,patterns_visited_6_times,patterns_visited_7_times,patterns_visited_8_times,patterns_visited_9_times,patterns_visited_10_times,patterns_visited_11_plus_times
6753,50000,2271.328032,4,29523,0.59046,26220,7740,1065,32895,173,120,85,65,39,43,32,27,15,257
