nodes_visited,iterations,runtime_seconds,tree_depth_reached,successful_expansions,expansion_success_rate,valid_from_exploration,valid_from_exploitation,unique_patterns_in_queue,redundant_add_attempts,patterns_visited_2_times,patterns_visited_3_times,patterns_visited_4_times,patterns_visited_5_times,patterns_visited_6_times,patterns_visited_7_times,patterns_visited_8_times,patterns_visited_9_times,patterns_visited_10_times,patterns_visited_11_plus_times
9749,50000,2210.013285,3,38158,0.76316,30929,12349,1606,41672,283,179,110,75,54,45,26,30,21,293
