pattern,quality,support,pattern_delta,error_class_0,error_class_1,size_class_0,size_class_1,std_class_0,std_class_1,theta
"[{'5637'}, {'3510'}, {'1012'}]",0.21646842155139223,77,0.3104873597316566,0.25697056020869585,0.5674579199403524,61,16,0.08525202130733439,0.16045754843530916,0.1
[{'2457'}],0.19725974142309025,99,0.3506787887952301,0.24574488334441452,0.5964236721396446,89,10,0.0718816925902169,0.14506557663943234,0.1
"[{'1997'}, {'3510'}]",0.196872092344402,69,0.30521280645483334,0.26923926457248887,0.5744520710273222,58,11,0.09487879993303955,0.1564953719409998,0.1
[{'3337'}],0.18179427967566875,79,0.23743012103862982,0.5262829347824057,0.2888528137437759,48,31,0.1606254502461575,0.07063015547026576,0.1
"[{'2017'}, {'2215'}]",0.1768567048782658,81,0.19691638965486435,0.3433127539199695,0.5402291435748339,57,24,0.13913792764841298,0.17204579749223417,0.1
"[{'1000'}, {'2009'}]",0.17490568044072594,80,0.2139826541566579,0.3089411829487752,0.5229238371054331,59,21,0.0917041185182823,0.1592476390321366,0.1
[{'5030'}],0.16962945371409038,117,0.19198859459994472,0.3206403695485171,0.5126289641484618,85,32,0.10213371247747301,0.1601469986021642,0.1
"[{'24004'}, {'20200'}]",0.16530282217387696,62,0.20403848607249625,0.5141858673271011,0.3101473812546049,34,28,0.16096511235983427,0.07295461997359384,0.1
"[{'2037'}, {'1012'}]",0.1650054853522288,120,0.1648678990722704,0.35639543848879196,0.5212633375610624,85,35,0.15150107292960585,0.16639130519913503,0.1
"[{'1010'}, {'2007'}]",0.16326061110645945,67,0.19419430285807732,0.31591934000336847,0.5101136428614458,43,24,0.1166588757405133,0.18514055134714377,0.1
"[{'21877'}, {'3527'}]",0.1619697608134127,61,0.20473143710539887,0.5130366593599319,0.30830522225453305,35,26,0.16814099983580724,0.0748586378360947,0.1
"[{'2054'}, {'1996'}]",0.16193495392973145,105,0.17069634098511244,0.36934031604172346,0.5400366570268359,77,28,0.13319272109314617,0.19099930988070848,0.1
"[{'5637'}, {'2916'}]",0.1590294398195573,116,0.20851320997420425,0.3036764359668545,0.5121896459410588,92,24,0.11245438757425358,0.175905697426613,0.1
