pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_2_9'}, {'M_2_9'}]",0.7766294134512498,0.6916571201576341,72,"{1.0: 62, 0.0: 10}",1.0,1.0,False
"[{'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}]",0.7538323982594717,0.5801863078441885,60,"{1.0: 45, 0.0: 15}",0.000999000999000999,0.0013875013875013875,True
"[{'M_14_9'}, {'M_13_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.6585844016136998,0.47613348747662226,74,"{1.0: 17, 0.0: 57}",0.000999000999000999,0.0013875013875013875,True
"[{'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_1_9'}]",0.6341437181020769,0.5403780510093559,67,"{0.0: 19, 1.0: 48}",0.000999000999000999,0.0013875013875013875,True
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_9'}]",0.533294842130459,0.40578939125938257,68,"{1.0: 21, 0.0: 47}",0.000999000999000999,0.0013875013875013875,True
"[{'M_13_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.48286929950055646,0.4796391074146543,78,"{1.0: 63, 0.0: 15}",0.000999000999000999,0.0013875013875013875,True
"[{'M_9_9'}, {'M_9_9'}, {'M_9_9'}, {'M_9_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}]",0.4470951932164409,0.5069877172758183,62,"{0.0: 12, 1.0: 50}",1.0,1.0,False
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}]",0.4374807592841156,0.40760710923329146,64,"{0.0: 21, 1.0: 43}",0.000999000999000999,0.0013875013875013875,True
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_15_9'}, {'M_0_9'}]",0.4212741135197263,0.41515880637905667,61,"{1.0: 16, 0.0: 45}",0.000999000999000999,0.0013875013875013875,True
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.40274091950871177,0.4020805859715557,103,"{0.0: 80, 1.0: 23}",0.000999000999000999,0.0013875013875013875,True
