nodes_visited,iterations,runtime_seconds,tree_depth_reached,successful_expansions,expansion_success_rate,valid_from_exploration,valid_from_exploitation,unique_patterns_in_queue,redundant_add_attempts,patterns_visited_2_times,patterns_visited_3_times,patterns_visited_4_times,patterns_visited_5_times,patterns_visited_6_times,patterns_visited_7_times,patterns_visited_8_times,patterns_visited_9_times,patterns_visited_10_times,patterns_visited_11_plus_times
24529,30000,2955.31287,5,29992,0.9997333333333334,13476,22472,17149,18799,1797,672,329,228,134,103,81,51,46,369
