pattern,quality,support,pattern_delta,error_class_0,error_class_1,size_class_0,size_class_1,std_class_0,std_class_1,dataset_size,max_gap,support_penalty,sigmoid_offset
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.9653199141217574,147,0.5392846230168606,0.7213838088679244,0.18209918585106377,53,94,0.08545536569969668,0.11754504434448991,5262,2,0.2,2
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}]",0.9625701135919897,67,0.6031906055263159,0.7332034705263158,0.130012865,19,48,0.09231291366785248,0.10280323806153982,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}]",0.9136310241393877,133,0.47722631679104466,0.6773610049999998,0.20013468820895522,66,67,0.11188320053026715,0.12356481149942271,5262,2,0.2,2
"[{'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.9008609382211712,102,0.5116073736076758,0.7188153994285714,0.20720802582089554,35,67,0.1083935234558775,0.1276604841007125,5262,2,0.2,2
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.900730848218946,77,0.512559999331761,0.7299805329166666,0.21742053358490565,24,53,0.09078589191074474,0.11762474487515376,5262,2,0.2,2
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}]",0.8973960388223742,216,0.5354138208238747,0.7098919017142856,0.17447808089041092,70,146,0.09571484394780012,0.14959909320763246,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}]",0.7879033235420799,101,0.480990046545098,0.643658122745098,0.1626680762,51,50,0.14402612410281743,0.12011474869191432,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}]",0.7872953178015444,121,0.4657549456946778,0.6790252709803921,0.2132703252857143,51,70,0.15259308866088475,0.142542188966141,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.7763190845212014,185,0.4833359089552669,0.6818833158441557,0.19854740688888886,77,108,0.1328160543031529,0.17624644885021165,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.7037071268331051,104,0.4768091824814814,0.6508643009999999,0.1740551185185185,50,54,0.11234933160834178,0.1685316836377622,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.7015238862319699,247,0.48410556162962953,0.6612616739999999,0.17715611237037038,85,162,0.15829706364941687,0.18891174115621187,5262,2,0.2,2
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}]",0.6378549552377758,288,0.6249627094613978,0.7168422586486487,0.09187954918725098,37,251,0.13262232055677056,0.15570225347498245,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}]",0.5014818172650707,283,0.5629090098796296,0.64163343025,0.07872442037037038,40,243,0.14282227196421507,0.1652876117453821,5262,2,0.2,2
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}]",0.48539839484121444,93,0.48846161025910373,0.15488703976470586,0.6433486500238096,51,42,0.1425803512411411,0.24637812316735325,5262,2,0.2,2
