pattern,quality,support,pattern_delta,error_class_0,error_class_1,size_class_0,size_class_1,std_class_0,std_class_1,global_accuracy,dataset_size,max_gap
"[{'M_12_9'}, {'M_12_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_15_9'}]",0.18507297224387415,132,0.2468342949980267,0.14944920352602428,0.396283498524051,113,19,0.201472656138963,0.2590813568123014,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_4'}]",0.18471088742189332,67,0.24865345372421338,0.35420639502505463,0.10555294130084127,24,43,0.31807447257621524,0.1935176179820744,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.1847066339034735,112,0.18541252863383056,0.17260715334791027,0.35801968198174083,73,39,0.22302489067613293,0.3040617313478891,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.18463862016259064,179,0.277713759294314,0.36388597652316096,0.08617221722884695,50,129,0.3289339067215283,0.14411172431628946,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_5'}]",0.18455497170709304,113,0.2146022712202886,0.36056188005022705,0.14595960882993844,48,65,0.303190485568373,0.2080298248456609,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_9'}, {'M_14_9'}, {'M_14_9'}, {'M_0_9'}, {'M_0_9'}]",0.18454610248264863,84,0.28122909524827266,0.3971586996689439,0.11592960442067125,20,64,0.3557289491848906,0.22000482509176647,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_12_9'}, {'M_1_9'}]",0.18447040027808315,128,0.2370452574423055,0.3866795240478082,0.1496342666055027,33,95,0.3011072211730957,0.18355488894312214,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_8_9'}]",0.18428840706681004,246,0.24986682681449923,0.3677144066707508,0.11784757985625156,74,172,0.3171810329581453,0.17845815311394397,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_14_9'}, {'M_15_9'}, {'M_15_9'}]",0.1841639773650075,139,0.2530423405718486,0.3774241324075881,0.1243817918357395,34,105,0.29748202465163387,0.1488945138475277,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_13_7'}]",0.18399635182031265,141,0.23636718226299314,0.3388769220826881,0.10250973981969497,56,85,0.28940935361979336,0.15822573006051224,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.1838217182352298,82,0.26403409832467634,0.12451317782203357,0.3885472761467099,66,16,0.1750701254123664,0.34768336964191704,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.1836691731131412,247,0.25373815010218126,0.37001414842243435,0.11627599832025312,79,168,0.3400263992263684,0.19325761104557052,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_6'}, {'M_10_9'}, {'M_10_9'}]",0.18359882150211504,73,0.21524678481608442,0.37145338374479064,0.15620659892870623,29,44,0.3202225366438314,0.24504841787616347,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_3_9'}]",0.1832956422753306,312,0.3387726022105976,0.47443244143417385,0.13565983922357627,33,279,0.3089427326619663,0.23133844681585705,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_9_9'}, {'M_10_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.1832845254002426,74,0.21610433894854328,0.1313481908291578,0.3474525297777011,48,26,0.19067694699525822,0.3440627127631058,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_14_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.18326457407568467,96,0.16891825533185909,0.14880529316324811,0.3177235484951072,51,45,0.19549870695631152,0.24955074505082284,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.1832585078723117,112,0.2126860805552423,0.14807414417950115,0.36076022473474345,82,30,0.18147188285558244,0.3111838724602104,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}]",0.18322520945100687,202,0.21643849772187201,0.36675383588550864,0.15031533816363662,74,128,0.3058936517349932,0.2338157784923496,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.18322012207543048,109,0.185933780020083,0.11952633349454564,0.30546011351462865,73,36,0.1710334772060232,0.22622157089325556,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_8'}, {'M_2_9'}, {'M_3_9'}, {'M_3_9'}]",0.18317224180685165,65,0.22776806158980648,0.3524069621645171,0.12463890057471064,29,36,0.31616680532326485,0.16558594307160104,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_4'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.18304639208544324,71,0.20836828941263366,0.14635634437824288,0.35472463379087654,48,23,0.22908306566550263,0.3316108381645564,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.1828996254694231,84,0.1906098587932636,0.12169953520808896,0.31230939400135255,35,49,0.1834018207452868,0.2672349866729152,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.18253035388425834,85,0.22093490979478242,0.1299638386616217,0.3508987484564041,56,29,0.2049303834185264,0.3565553916015122,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}]",0.18244053543511674,173,0.2763663224922577,0.38607053146805875,0.1097042089758011,43,130,0.3509047401838569,0.15411781878856498,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_0'}, {'M_11_9'}, {'M_11_9'}]",0.18234808611132414,80,0.19628722674124652,0.19902344184395457,0.3953106685852011,56,24,0.2608401870277779,0.3624546955783258,0.8916666666666667,4320,5
"[{'M_12_3'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.18194750254841682,62,0.2397949313562291,0.11986517782012618,0.35966010917635527,45,17,0.17241538630312886,0.3604369136627249,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_9'}, {'M_8_9'}, {'M_8_9'}]",0.1819378508778622,168,0.27707426773282134,0.35730887138668227,0.08023460365386091,51,117,0.3442111243327997,0.13717684126617521,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_14_9'}]",0.18188984415859832,119,0.1792131161384962,0.14555624455213548,0.32476936069063167,75,44,0.19958542965158427,0.2629958307618603,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_13_9'}, {'M_13_9'}, {'M_15_9'}]",0.18188532920176637,60,0.1735043550306316,0.13265057166035354,0.30615492669098515,26,34,0.16561885500994802,0.23964248419218837,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_0'}]",0.18186759768255917,78,0.2352293334507717,0.36337979093194006,0.12815045748116835,25,53,0.31179439451989366,0.19553986378819954,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_15_9'}, {'M_15_9'}]",0.18159516429659245,145,0.23571565024455832,0.10342259962210609,0.3391382498666644,113,32,0.12056843402917186,0.2774602886339863,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_0_9'}, {'M_0_9'}, {'M_14_9'}]",0.1815903645219735,86,0.3046620291742412,0.36765888604250824,0.06299685686826706,22,64,0.36272399450613324,0.10089572006660603,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}]",0.1814505322375451,146,0.20922557336367403,0.11014031224174071,0.31936588560541473,101,45,0.14437385867939675,0.2738479804477725,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_12_9'}]",0.18144456327783565,222,0.35170921463712324,0.4536150468943211,0.10190583225719783,26,196,0.33381382891043665,0.17919840808572304,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_13_9'}, {'M_13_5'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.18124300577640962,61,0.1684716774033046,0.19091757321182418,0.3593892506151288,34,27,0.24631482258588877,0.31653519458028206,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_12_9'}]",0.18116388966971075,139,0.26923530101979,0.4236246957801856,0.15438939476039557,26,113,0.3354753500232859,0.23227923480956397,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_13_9'}]",0.1811149595603576,93,0.16639772765975222,0.1993233584281471,0.3657210860878993,54,39,0.2390289346998099,0.3184843032985239,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.18111141034582529,124,0.23155679083408243,0.3574520970209384,0.12589530618685596,71,53,0.3370439769152111,0.15195917686107283,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_6'}]",0.18102614428786715,121,0.23016294041014868,0.3468822632761051,0.11671932286595645,48,73,0.3081586584782579,0.16950236040651184,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.18101156865742243,74,0.1997338024278482,0.09816163964569566,0.29789544207354385,32,42,0.162993327299919,0.2642273107987277,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}]",0.18098395500162795,130,0.18930888959029735,0.11725531837128732,0.3065642079615847,83,47,0.1679274629086447,0.24948695280521432,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_14_9'}]",0.18094491775214833,293,0.27217233069206237,0.3772372567292416,0.10506492603717922,66,227,0.3152095614233254,0.1546553134659813,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.1809440757766521,122,0.1893882440721117,0.11698197945952411,0.3063702235316358,81,41,0.1644766168406558,0.2410947627968656,0.8916666666666667,4320,5
"[{'M_2_1'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.18087989667439136,85,0.24760821325041338,0.3406282242180573,0.0930200109676439,36,49,0.32596873314002794,0.16229971985666558,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_4_9'}, {'M_4_9'}]",0.18080116492007653,75,0.22328949317336083,0.376997402459383,0.15370790928602218,25,50,0.32953495863034377,0.17332897613197862,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.18074160251149893,181,0.18970150618395976,0.1550165413184062,0.34471804750236595,126,55,0.20578117270340757,0.2860985840111077,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_14_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.18068599182076897,98,0.17418377160241727,0.1458522118628025,0.3200359834652198,60,38,0.16957775877958528,0.25753693096541885,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_2'}]",0.18056010379148973,70,0.26342698209213494,0.3452596970918504,0.08183271499971546,22,48,0.316485670720956,0.1451396315432118,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_1_8'}, {'M_2_9'}, {'M_2_9'}]",0.1805132215457547,84,0.21211598764380646,0.36569596894292367,0.1535799812991172,36,48,0.3262159786005369,0.23595214952050003,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_4'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.1803488206609214,70,0.2174673474579281,0.12805809139036664,0.34552543884829473,51,19,0.21543035497486623,0.30957002082832985,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.18026612308143994,74,0.27107262857672243,0.07361738156113357,0.344690010137856,54,20,0.11678298889289551,0.38363503581430397,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_15_9'}]",0.1801843999710041,208,0.21732249383436536,0.13288593681166005,0.3502084306460254,159,49,0.18163936146601636,0.2891432543962074,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_13_9'}, {'M_15_9'}]",0.18016950170213158,133,0.1862751841595997,0.13748840584109223,0.32376359000069194,72,61,0.19024527512834874,0.29650408877881135,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}]",0.18010402195513042,137,0.20863569238194335,0.10914794635987769,0.31778363874182103,97,40,0.14656697694277887,0.2671973866583999,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.1800882115636677,65,0.22415654571363475,0.3653737981803715,0.14121725246673678,24,41,0.3292096117430819,0.14597515084732088,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.1800686769847957,66,0.2010233243999,0.1080390677715723,0.3090623921714723,26,40,0.17910476991197727,0.2819648345016134,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_2_9'}, {'M_2_2'}]",0.17996979627367413,80,0.2654364881123982,0.4173588456914705,0.15192235757907233,17,63,0.3604296401044538,0.212636528813339,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_0'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.17990395447807847,64,0.19912469881502065,0.12046840888532723,0.3195931077003479,44,20,0.16602284150567936,0.2686535426395101,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}]",0.17989141286062463,212,0.2708456727850278,0.3738383316858248,0.102992658900797,55,157,0.34430047952163534,0.1475217536406067,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_12_9'}, {'M_12_9'}]",0.17987506517029456,67,0.23637079816355766,0.3533884183220241,0.11701762015846645,23,44,0.3149176340720958,0.20340146979116064,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_9_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}]",0.17987204885565802,101,0.23563883140586414,0.08059971017593684,0.316238541581801,66,35,0.09924309342909278,0.3285857855708053,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.17984750456687815,169,0.29612838465520397,0.1632362905164693,0.4593646751716733,149,20,0.22188767703986198,0.35476994847583243,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_5'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.17975238472011262,62,0.23002298666124651,0.13894253255839042,0.36896551921963694,47,15,0.20382432698881192,0.3430441247183251,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_13_9'}, {'M_13_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.17963280716427138,96,0.197238867041288,0.14938528147159197,0.34662414851288,66,30,0.1872634075799948,0.3098488854980972,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_2'}]",0.1796241355900374,89,0.22279899315233687,0.14654753870074294,0.3693465318530798,69,20,0.20840203224547993,0.31675761117247,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.17958589458814797,181,0.21750962378603317,0.1362793873191523,0.35378901110518546,139,42,0.20331833415260142,0.29396569159299074,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_1_9'}, {'M_1_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.1794430999808977,125,0.25690867197819245,0.3430165332288314,0.08610786125063896,39,86,0.30796932745052774,0.1376981457496598,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_10_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}]",0.17910173377694316,80,0.23394479894177447,0.09030589499269367,0.32425069393446815,54,26,0.10424260383587221,0.33494753260777776,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.1790905521289639,255,0.2297624898567449,0.1431619466050778,0.3729244364618227,197,58,0.217528884066036,0.33739448568999875,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_13_9'}, {'M_13_2'}, {'M_14_9'}]",0.17907221641981982,106,0.25455551465310744,0.39753843876330747,0.14298292411020003,23,83,0.325391116902252,0.21273354999136104,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.1789843666000589,93,0.192455630260959,0.3743729107784775,0.18191728051751851,53,40,0.31704037333253227,0.24310545915850268,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_0'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.17896737589060174,95,0.18839560500195912,0.16599688627907344,0.35439249128103256,62,33,0.23662315210622417,0.3277492420526665,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_3'}, {'M_12_9'}]",0.17894622600768523,110,0.1882524527464665,0.14022307198435538,0.32847552473082187,63,47,0.2151133058490911,0.3086538383360895,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_2'}]",0.17883197025548017,127,0.20444117517924157,0.11961756056392345,0.324058735743165,77,50,0.18279456112917564,0.31936728999889563,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_2_9'}, {'M_2_9'}]",0.17879859191890438,397,0.32225036818924524,0.4389818559329097,0.11673148774366447,52,345,0.3305049772200881,0.1977672754448019,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}]",0.17871513256231905,219,0.1895358892323485,0.15690910935769842,0.3464449985900469,162,57,0.21864319497957088,0.2700844058174648,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}]",0.1786898600351063,257,0.1899034191466596,0.13298598747722234,0.32288940662388194,171,86,0.18258785527851892,0.275408439466786,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_7'}, {'M_6_9'}]",0.178658334127146,104,0.23513570909316722,0.35609272810129017,0.12095701900812296,39,65,0.3366150518636446,0.18077413797808717,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_4_9'}]",0.17851657579494776,161,0.19906420813809975,0.359004160683406,0.15993995254530627,76,85,0.30874215305978,0.2230068413363089,0.8916666666666667,4320,5
"[{'M_15_7'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.1784924034736999,60,0.1981214568950236,0.1081237527541816,0.3062452096492052,32,28,0.15836125157993378,0.2909838519991394,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_9_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_4'}]",0.17843066684020678,65,0.21577276785442243,0.3657645041605941,0.14999173630617166,27,38,0.33901697556833665,0.2105674487344392,0.8916666666666667,4320,5
"[{'M_13_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_11_9'}]",0.17838301402811205,151,0.20247511504049198,0.14563458924660982,0.3481097042871018,103,48,0.187465189454259,0.32927127855479704,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_9_9'}, {'M_9_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.17826268748857668,68,0.22438291187896287,0.10870537776933158,0.33308828964829446,43,25,0.1590389458301087,0.36211247834944366,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_10_9'}, {'M_9_9'}, {'M_8_9'}, {'M_8_9'}]",0.17810606489823722,153,0.2767321915403614,0.3808300274113814,0.10409783587101999,30,123,0.30690130725102305,0.1682415449782826,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_2'}]",0.17802186585092836,62,0.18482031047056155,0.14356453135383848,0.32838484182440003,33,29,0.20703587506166302,0.3122618805229511,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_13_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.17798933672805875,71,0.15664207942602115,0.20862897403719943,0.3652710534632206,41,30,0.2163234645187735,0.31333809750376806,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_12_9'}, {'M_12_9'}]",0.17793622022854086,276,0.3056081315855785,0.4120629448443651,0.10645481325878665,44,232,0.33437795526553166,0.18572709772988621,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.17776636156895617,129,0.201438558398075,0.13532296464007387,0.3367615230381489,93,36,0.18106243513683395,0.289067321879954,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_1_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}, {'M_2_9'}]",0.17773403812564018,88,0.25283045574571145,0.335766605581298,0.08293614983558655,33,55,0.3238160493662242,0.11081968186684947,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_14_9'}, {'M_12_9'}, {'M_12_9'}, {'M_11_9'}]",0.1773959723111753,78,0.22213111524030849,0.11915873433902578,0.3412898495793343,53,25,0.18728811369711157,0.3553698463464347,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_13_9'}, {'M_13_9'}, {'M_15_9'}, {'M_15_9'}]",0.1772219732640038,62,0.1661971906753811,0.13959749117493628,0.3057946818503174,25,37,0.16757571810798985,0.23971746781838327,0.8916666666666667,4320,5
