pattern,quality,support,pattern_delta,error_class_0,error_class_1,size_class_0,size_class_1,std_class_0,std_class_1,global_accuracy,dataset_size,max_gap
"[{'M_6_9'}, {'M_4_9'}, {'M_4_9'}, {'M_3_9'}]",0.12236171387505249,267,0.03266019749014179,0.16822729353512916,0.20088749102527095,143,124,0.21691941170891135,0.2465575663918331,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_8'}, {'M_9_9'}]",0.12236139601564094,122,0.030614594215309487,0.12940722602334886,0.16002182023865835,66,56,0.21215468178863717,0.227874102291695,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_10_9'}]",0.1223602918337151,457,0.04221181109545319,0.13887005431517474,0.18108186541062793,248,209,0.19703579443931596,0.2583825662020084,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_4_0'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.12235992980749955,64,0.05121986790477828,0.13788691337923611,0.1891067812840144,49,15,0.20286938710033114,0.23179585163343988,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_6_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}]",0.1223594960368778,135,0.046807870359223125,0.1404852582060772,0.18729312856530034,92,43,0.1986400656310422,0.24142651360133774,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_1_9'}, {'M_4_9'}]",0.12235683892142914,115,0.0497486884818113,0.14321964394862519,0.19296833243043648,73,42,0.17838676565983627,0.2953927613535744,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_8'}, {'M_4_9'}]",0.12235672518286775,148,0.04191900190778028,0.13536929883944088,0.17728830074722116,93,55,0.18517659925859137,0.26099401957503165,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_1_9'}, {'M_1_9'}, {'M_2_9'}, {'M_3_9'}]",0.1223549504497854,87,0.052144092716371104,0.17373502940278157,0.12159093668641047,44,43,0.22843737752376098,0.191260731651696,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_1'}, {'M_15_9'}, {'M_15_9'}]",0.12235494507844323,152,0.06204233409629928,0.21214298806153237,0.1501006539652331,80,72,0.25623007267985587,0.20178945457196729,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_1_9'}, {'M_1_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.12235351841749761,90,0.05487677579124768,0.1767729396621386,0.12189616387089093,42,48,0.2369581634773799,0.1736257216139438,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_10_9'}, {'M_10_9'}]",0.1223529147086052,106,0.036264536162562755,0.15963379933752797,0.19589833550009073,55,51,0.23245050186137448,0.24820304062738624,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_2_9'}]",0.12234969922982064,92,0.03140193144316489,0.13049759650055096,0.16189952794371584,51,41,0.17395059739283317,0.22861772078348902,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_0'}]",0.12234813200423546,79,0.04922420181790177,0.22444262750902955,0.17521842569112778,49,30,0.2729706989469138,0.2567899976106707,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_6_9'}, {'M_6_9'}, {'M_5_9'}]",0.12234743448652215,162,0.07181324208011988,0.2151858349068042,0.14337259282668433,39,123,0.2405094702967655,0.1791301635480526,0.8916666666666667,4320,5
"[{'M_2_9'}, {'M_2_9'}, {'M_2_3'}, {'M_3_9'}]",0.12234648889754259,177,0.0452240144799429,0.22462884985186435,0.17940483537192145,81,96,0.26559023432357814,0.2384952494022361,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_6_0'}]",0.1223456420282986,443,0.074389533452688,0.20985633997788913,0.13546680652520113,158,285,0.26153608604642137,0.20478951217008462,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_11_9'}, {'M_10_9'}, {'M_9_9'}, {'M_8_9'}]",0.12234539679730817,102,0.02632538377367835,0.11115999124944206,0.13748537502312042,25,77,0.1829387527546663,0.19694901058322642,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_1'}]",0.12234528242732912,267,0.035148811279463205,0.1355659327660965,0.1707147440455597,151,116,0.2078286372851571,0.23013076573317204,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.12234145137444813,395,0.03957378609663065,0.14200205619593984,0.18157584229257048,190,205,0.19090353354193257,0.22760455058630746,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_5_9'}, {'M_5_2'}]",0.12234072167229153,89,0.05880355450211376,0.17816023336989537,0.1193566788677816,35,54,0.2660437497028207,0.1683782717420682,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_12_9'}, {'M_12_3'}]",0.12233875333716049,271,0.029519207423698735,0.17581681742902017,0.2053360248527189,144,127,0.2376880536686584,0.24458438004965907,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_10_9'}, {'M_10_9'}, {'M_9_9'}, {'M_8_9'}]",0.12233827178270835,248,0.08143587371193908,0.2069176646481667,0.1254817909362276,70,178,0.25164958741574495,0.19052833494077498,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_9_0'}, {'M_9_9'}, {'M_9_9'}]",0.12233586341649637,80,0.0466524919029325,0.15896045300178227,0.11230796109884977,24,56,0.22805025128727394,0.1839451811389072,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_1_9'}, {'M_2_9'}]",0.12233380033695866,131,0.0286937583721964,0.12708408633867896,0.15577784471087536,72,59,0.1896597076250505,0.22411554432600117,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_5'}]",0.12233238963176284,112,0.035777232572260204,0.18717784862569037,0.22295508119795057,94,18,0.2051896250344252,0.21266522777520516,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_8_9'}]",0.12233157678999272,1291,0.07765263610233503,0.20949086583547155,0.13183822973313652,432,859,0.26250695014133085,0.19639250395460955,0.8916666666666667,4320,5
"[{'M_9_5'}, {'M_0_9'}, {'M_0_9'}]",0.12232539765009927,83,0.015310078422332354,0.0972532608614462,0.11256333928377855,41,42,0.13280259511125161,0.18597720289780348,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_4'}, {'M_0_9'}, {'M_0_9'}, {'M_1_9'}]",0.12232485131247993,76,0.04154476932587514,0.14279573068425458,0.18434050001012972,37,39,0.21779999905876396,0.2356931240520194,0.8916666666666667,4320,5
"[{'M_15_8'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.12232409047114194,192,0.026232552230248146,0.12160452221368631,0.14783707444393446,129,63,0.19234715718027862,0.20106312533111617,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.12232231937832483,86,0.027600658121961275,0.1758627209525842,0.20346337907454548,52,34,0.21313034198087644,0.1980043205340831,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_0'}, {'M_11_9'}]",0.12232197727979512,75,0.0448745388607934,0.1415161888976142,0.1863907277584076,53,22,0.21820227771865844,0.14367131880933723,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_4_9'}, {'M_4_9'}]",0.12231797738483527,258,0.042463748035282856,0.1585292703185985,0.11606552228331565,153,105,0.2163587183269275,0.21459017813848602,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.12231762655173947,174,0.037295562753246914,0.15629376603497397,0.19358932878822088,90,84,0.1937248167716763,0.2450256771995065,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_4'}, {'M_14_9'}, {'M_15_9'}]",0.12231760811201746,74,0.038829519931730894,0.15341914377429264,0.19224866370602353,33,41,0.21112741040789654,0.24455528857289496,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_7_9'}, {'M_7_3'}, {'M_8_9'}]",0.12231671369751307,68,0.06178262712700022,0.18696363642811772,0.1251810093011175,33,35,0.23984650364960314,0.18818277350123405,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_2_9'}, {'M_2_9'}, {'M_3_9'}]",0.12231643608725326,186,0.058702338446036784,0.2157491207913016,0.1570467823452648,99,87,0.275105949099772,0.23110788125969037,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_7_9'}, {'M_7_9'}]",0.12231577346099062,303,0.06918966137170199,0.214428476101264,0.14523881472956202,86,217,0.2542103392838365,0.21767706875671322,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}]",0.122315580502913,832,0.036031994263642564,0.13846836317526667,0.17450035743890924,456,376,0.19265600507776906,0.22529025242958747,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_5_9'}, {'M_5_9'}, {'M_5_9'}]",0.12231351221068927,509,0.04965634279638717,0.21996881527121406,0.1703124724748269,296,213,0.25678152128048914,0.23966540003364825,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}]",0.12231329281784452,174,0.04948378117665886,0.1708924083271995,0.12140862715054065,80,94,0.21963334061322146,0.17390009208082718,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_13_9'}, {'M_14_9'}, {'M_15_9'}, {'M_15_9'}]",0.12231119972321264,180,0.025373398017355664,0.2429796869772068,0.21760628895985112,69,111,0.24643672832922045,0.2265224532709993,0.8916666666666667,4320,5
"[{'M_8_6'}, {'M_6_9'}]",0.12231082154222797,173,0.07941329371851852,0.20924739124921132,0.1298340975306928,53,120,0.2555685162942925,0.17984122835839622,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_0'}]",0.1223101965195826,111,0.036554028736004385,0.14467364276618988,0.1081196140301855,73,38,0.21427327666359577,0.15244317448539377,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_3'}, {'M_8_9'}]",0.1223093374177414,238,0.04181308820040436,0.15063834900596762,0.19245143720637198,123,115,0.2280215383957112,0.268158938447476,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_8'}]",0.12230532897275972,545,0.07156828746415567,0.19682080164551735,0.12525251418136168,200,345,0.258599964834896,0.20865180396078045,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_2_9'}, {'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.122305301058134,172,0.07031591107518612,0.19877083102104867,0.12845491994586256,82,90,0.23834208496312767,0.19999337343643364,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_3_9'}, {'M_3_9'}, {'M_2_9'}]",0.12230401606295263,98,0.07544280954673732,0.20455248401396806,0.12910967446723073,45,53,0.24713445093321604,0.19125489482233024,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_3'}, {'M_2_9'}, {'M_3_9'}]",0.12230338748300766,120,0.05428026530143287,0.21700391703743047,0.1627236517359976,59,61,0.2661831329460202,0.21136858080388138,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_4'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}]",0.122303351483023,75,0.049768729810739154,0.13390189258937246,0.18367062240011162,57,18,0.1976401278288499,0.2537818803420659,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_9'}, {'M_14_9'}, {'M_14_9'}, {'M_14_8'}]",0.12230314952636007,86,0.026758513829648167,0.12358107966812033,0.09682256583847217,19,67,0.12992186332499422,0.15598186319313634,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.12230157543272462,440,0.05464579588665859,0.17883529879119514,0.12418950290453655,224,216,0.2216055352681235,0.1829624556961921,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_2_9'}, {'M_2_5'}]",0.12229989760627273,131,0.0760802566363229,0.2027845586318586,0.1267043019955357,59,72,0.2766189679921404,0.19847921220140943,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.12229883746642474,239,0.02611489896793376,0.1864747693445407,0.21258966831247444,147,92,0.2359519391071513,0.23200161315609052,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_8_9'}, {'M_8_9'}]",0.1222979873260273,740,0.037934438012929755,0.13570304155471302,0.17363747956764278,429,311,0.18872050566477583,0.24928071180924297,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_5_9'}]",0.12229647407898919,112,0.06686849686610807,0.19447773926564166,0.12760924239953358,37,75,0.20927179224557474,0.15958327021144225,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_13_9'}, {'M_13_9'}, {'M_12_9'}]",0.12229635420536528,311,0.029861151084336318,0.1804078473262704,0.21026899841060673,173,138,0.2222815014257701,0.27096701790780164,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_6'}, {'M_1_9'}]",0.12229370236909448,136,0.030628433624016432,0.1260733773000538,0.15670181092407023,80,56,0.17351612580032244,0.24139100554211043,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_6'}, {'M_0_9'}, {'M_0_9'}]",0.12229220072266793,219,0.025970446740501696,0.1296503998625737,0.10367995312207201,130,89,0.1910766074866853,0.15762303290818735,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_1_9'}, {'M_3_9'}, {'M_3_4'}]",0.12229188970815488,61,0.052090366995269116,0.17012595970715794,0.11803559271188882,35,26,0.2557060591073958,0.19817236046195125,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_15_9'}, {'M_15_3'}]",0.1222908770986021,117,0.026806502245296793,0.1261366010628274,0.1529431033081242,61,56,0.18968430685961601,0.21761575088150503,0.8916666666666667,4320,5
"[{'M_7_6'}, {'M_8_9'}, {'M_8_9'}]",0.12229083274010755,153,0.040996747523073196,0.13620975472860863,0.17720650225168183,90,63,0.16989946322961144,0.2655460167269171,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_1_9'}, {'M_2_9'}, {'M_2_9'}]",0.12229055702504792,370,0.06275328241161848,0.18782670420937633,0.12507342179775785,152,218,0.23905348288923492,0.191213133415446,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_0'}, {'M_15_9'}, {'M_15_9'}]",0.12228900590024333,125,0.03431688811530775,0.13633343589026478,0.17065032400557253,64,61,0.1884140596931182,0.22881576982076482,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_12_9'}]",0.12228886678869902,722,0.06812920847149648,0.19315094964070753,0.12502174116921105,275,447,0.2534985275174325,0.20713404335118546,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_0'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}]",0.12228842885827557,102,0.03662126200649113,0.12835380254369788,0.164975064550189,33,69,0.14039006760656061,0.2507174089571202,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_4'}]",0.12228742865209992,81,0.0796992410493755,0.20399569055956343,0.12429644951018794,23,58,0.2630688259037079,0.17777011982438187,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_2'}, {'M_15_9'}, {'M_15_9'}]",0.12228590964456593,111,0.03522300264962458,0.1285986362956464,0.163821638945271,60,51,0.17040248845092687,0.2726348784649893,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_11_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.12228522090715926,216,0.017141596741346063,0.09927587413105615,0.11641747087240222,166,50,0.14655136373257455,0.13999513719337472,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_1'}]",0.12228434427654557,116,0.04058935108937714,0.1750208550377896,0.21561020612716675,95,21,0.24195582496104553,0.19889238568069922,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_9'}]",0.1222827596781193,876,0.06368641618385061,0.18602046067008193,0.12233404448623132,313,563,0.2555312487691542,0.1922381799851208,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_3_9'}, {'M_3_9'}, {'M_4_9'}, {'M_4_9'}]",0.1222825593984353,264,0.05119119528599936,0.15430620569243747,0.20549740097843683,212,52,0.20941108615982823,0.27508554241364375,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.12228046127915614,123,0.03604217029902203,0.14486945644492588,0.10882728614590385,79,44,0.21403448336588596,0.203956770447963,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_2_9'}]",0.12228039540194169,690,0.07717008110895468,0.20667677818044544,0.12950669707149076,376,314,0.26427475628861896,0.20223545228372702,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_6_9'}, {'M_7_9'}]",0.12227994654655802,148,0.05028891460422208,0.2203584399950855,0.17006952539086342,68,80,0.2710702561125222,0.2325216885831487,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_2_9'}, {'M_2_9'}, {'M_1_9'}, {'M_1_9'}, {'M_1_9'}]",0.12227901592385855,114,0.03550621171296131,0.23729551840626018,0.20178930669329886,71,43,0.2645429642483886,0.2600680616644668,0.8916666666666667,4320,5
"[{'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_2_3'}]",0.12227874302767922,82,0.019697370170054088,0.10936217823502965,0.12905954840508374,49,33,0.16667133214348673,0.20054956404690646,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_2'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.12227797580515322,98,0.029750898129151174,0.14040912410075013,0.11065822597159895,55,43,0.18119841294655514,0.14389578720965795,0.8916666666666667,4320,5
"[{'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.12227783549312314,63,0.01821586129701007,0.11243302961811423,0.1306488909151243,40,23,0.1510892162113583,0.17133493811636957,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_11_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.12227739790514847,133,0.04286444103829379,0.12927064115163123,0.17213508218992501,101,32,0.19890493002086698,0.24171711910982882,0.8916666666666667,4320,5
"[{'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}, {'M_1_9'}, {'M_0_9'}]",0.12227732761099924,84,0.04396971095955435,0.1314136074630148,0.17538331842256916,66,18,0.20199353196617084,0.21932928192326226,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_9_9'}, {'M_15_9'}]",0.12227622086615184,205,0.04597084283977085,0.16524999262765047,0.11927914978787962,92,113,0.2206515480154091,0.16853034095116404,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_3'}]",0.12227036098993688,297,0.038970981268103194,0.13951978200248305,0.17849076327058624,175,122,0.20198043401876492,0.23584132688524506,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_3_9'}, {'M_3_9'}, {'M_1_9'}]",0.12227018893173155,153,0.04863089215697594,0.14155711132345847,0.1901880034804344,103,50,0.2037201988938939,0.2631967995751477,0.8916666666666667,4320,5
"[{'M_10_9'}, {'M_7_9'}, {'M_9_9'}]",0.12226923552468012,72,0.03283397795340848,0.24078812137726816,0.20795414342385968,31,41,0.28695505244126435,0.23387450544453495,0.8916666666666667,4320,5
"[{'M_6_9'}, {'M_6_9'}, {'M_6_9'}, {'M_5_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}]",0.12226903809139257,122,0.06348000483973809,0.21535031810741534,0.15187031326767725,44,78,0.27637086205719696,0.17033154194714048,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_1_9'}, {'M_1_0'}, {'M_2_9'}]",0.1222681311658851,172,0.07010815961346512,0.20957764199063664,0.13946948237717152,62,110,0.25122467002712845,0.2182929109892627,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_1'}, {'M_7_9'}, {'M_7_9'}, {'M_7_9'}]",0.12226687500731946,98,0.03106373875638918,0.1255752702967988,0.15663900905318798,36,62,0.20601042641431971,0.23902205959146272,0.8916666666666667,4320,5
"[{'M_15_8'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.12226536058834957,142,0.024623859046521257,0.11885391704129927,0.14347777608782053,98,44,0.19419511639498205,0.19493825378186105,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_0_9'}, {'M_1_9'}, {'M_1_9'}, {'M_1_9'}]",0.1222631014132397,291,0.06549370587845403,0.18993135987845963,0.1244376540000056,129,162,0.2630326271247954,0.1919221203896887,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_6'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.12226065554873275,63,0.03639511674366616,0.14894977853529984,0.185344895278966,36,27,0.1930491848913974,0.1732189885591282,0.8916666666666667,4320,5
"[{'M_2_4'}, {'M_3_9'}, {'M_3_9'}]",0.12226039528296025,177,0.05685974270199781,0.21334428621810816,0.15648454351611035,84,93,0.2519386937803801,0.22744064122131785,0.8916666666666667,4320,5
"[{'M_8_9'}, {'M_8_9'}, {'M_8_9'}, {'M_8_7'}]",0.12225935627015824,371,0.05492584132929072,0.1775027084894277,0.12257686716013698,185,186,0.23965877470952723,0.1982359250168015,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_8_9'}, {'M_8_9'}]",0.12225761840666939,561,0.03464095648709503,0.1342686105649485,0.16890956705204352,344,217,0.20913862199701058,0.23135086614162217,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_14_9'}, {'M_15_9'}, {'M_15_9'}, {'M_15_9'}]",0.122256034042039,329,0.02960694965272065,0.17034897837579618,0.19995592802851683,161,168,0.21060466428867858,0.2279290948613967,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_14_9'}, {'M_14_0'}]",0.12225574530615797,422,0.060173963992242036,0.22156929544511095,0.1613953314528689,113,309,0.26638071797354806,0.23560436990105077,0.8916666666666667,4320,5
"[{'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}, {'M_15_9'}, {'M_15_0'}]",0.12225381668586797,65,0.043041965649241454,0.22759263494185036,0.1845506692926089,35,30,0.27914197453303213,0.19815374592512627,0.8916666666666667,4320,5
"[{'M_1_9'}, {'M_0_9'}]",0.12225346923761322,1339,0.06448356269617919,0.1897599875173844,0.1252764248212052,554,785,0.24714400850256468,0.20640303913878533,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_2_9'}, {'M_2_9'}, {'M_3_9'}, {'M_3_9'}, {'M_3_9'}]",0.12225165558658933,124,0.03836794881599728,0.15255317371338603,0.11418522489738875,66,58,0.21721714873996603,0.16560244758096856,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_2_9'}, {'M_2_9'}]",0.12225162044623146,72,0.02751718610525128,0.13326758900657293,0.10575040290132165,40,32,0.19564158144117214,0.1495758924990411,0.8916666666666667,4320,5
"[{'M_9_9'}, {'M_9_9'}, {'M_9_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.12224940796447263,114,0.03963234819522177,0.15157469855621455,0.11194235036099279,40,74,0.20587047344424483,0.21808082401729703,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_4_9'}, {'M_4_9'}, {'M_3_9'}, {'M_1_9'}]",0.12224916509688269,64,0.032361437481912725,0.12685717456042764,0.15921861204234036,31,33,0.17970861083372583,0.26310243069594264,0.8916666666666667,4320,5
"[{'M_11_9'}, {'M_11_9'}, {'M_11_8'}, {'M_12_9'}, {'M_12_9'}, {'M_12_9'}]",0.12224888990600871,100,0.03278328803182995,0.1684138497421101,0.20119713777394005,67,33,0.2294524333236757,0.21841231789935445,0.8916666666666667,4320,5
"[{'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_9'}, {'M_3_9'}, {'M_2_9'}]",0.1222476652874252,206,0.037830678117705796,0.1711090477626948,0.2089397258804006,147,59,0.23582608994385837,0.2823049745745587,0.8916666666666667,4320,5
"[{'M_5_9'}, {'M_5_9'}, {'M_5_9'}, {'M_4_9'}, {'M_4_9'}, {'M_4_2'}]",0.12224658617130602,75,0.029678836780222123,0.2465659705240552,0.2168871337438331,41,34,0.3052289070378673,0.2885243946243822,0.8916666666666667,4320,5
"[{'M_15_9'}, {'M_15_9'}, {'M_15_9'}, {'M_1_9'}, {'M_1_9'}, {'M_1_9'}, {'M_1_9'}]",0.12224482086189131,62,0.062145593017339684,0.21100982595235107,0.1488642329350114,30,32,0.2560450305643469,0.21014346942423687,0.8916666666666667,4320,5
"[{'M_14_9'}, {'M_15_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}, {'M_0_9'}]",0.12224478180471178,375,0.029535543111048862,0.13417371620207721,0.16370925931312608,198,177,0.1786101384643138,0.20852989926709362,0.8916666666666667,4320,5
