nodes_visited,iterations,runtime_seconds,tree_depth_reached,successful_expansions,expansion_success_rate,valid_from_exploration,valid_from_exploitation,unique_patterns_in_queue,redundant_add_attempts,patterns_visited_2_times,patterns_visited_3_times,patterns_visited_4_times,patterns_visited_5_times,patterns_visited_6_times,patterns_visited_7_times,patterns_visited_8_times,patterns_visited_9_times,patterns_visited_10_times,patterns_visited_11_plus_times
33550,70000,5300.111349,5,67651,0.9664428571428572,47938,43541,13677,77802,2348,1024,542,334,249,182,140,130,79,820
