pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
"[{'5637'}, {'3510'}, {'1012'}]",0.21646842155139223,0.3104873597316566,77,"{0.0: 61, 1.0: 16}",0.000999000999000999,0.0012182939012207305,True
[{'2457'}],0.19725974142309025,0.3506787887952301,99,"{0.0: 89, 1.0: 10}",1.0,1.0,False
"[{'1997'}, {'3510'}]",0.196872092344402,0.30521280645483334,69,"{0.0: 58, 1.0: 11}",1.0,1.0,False
"[{'1996'}, {'6243'}]",0.1772122478095937,0.19852896045755458,69,"{0.0: 54, 1.0: 15}",0.000999000999000999,0.0012182939012207305,True
[{'3314'}],0.17142678507795095,0.28338302851715297,117,"{0.0: 103, 1.0: 14}",1.0,1.0,False
"[{'1012'}, {'1006'}]",0.16767722854479145,0.18592965984020104,64,"{0.0: 49, 1.0: 15}",0.000999000999000999,0.0012182939012207305,True
[{'20200'}],0.16721267300912201,0.20791559482604777,65,"{0.0: 34, 1.0: 31}",0.000999000999000999,0.0012182939012207305,True
[{'2553'}],0.16646041307328513,0.21200309171774312,127,"{0.0: 104, 1.0: 23}",0.000999000999000999,0.0012182939012207305,True
"[{'2037'}, {'1012'}]",0.1650054853522288,0.1648678990722704,120,"{1.0: 35, 0.0: 85}",0.000999000999000999,0.0012182939012207305,True
"[{'2000'}, {'2010'}]",0.16413150073049448,0.18745730575812086,82,"{0.0: 63, 1.0: 19}",0.000999000999000999,0.0012182939012207305,True
"[{'1010'}, {'2007'}]",0.16326061110645945,0.19419430285807732,67,"{1.0: 24, 0.0: 43}",0.000999000999000999,0.0012182939012207305,True
"[{'21877'}, {'3527'}]",0.1619697608134127,0.20473143710539887,61,"{1.0: 26, 0.0: 35}",0.000999000999000999,0.0012182939012207305,True
"[{'2054'}, {'1996'}]",0.16193495392973145,0.17069634098511244,105,"{0.0: 77, 1.0: 28}",0.000999000999000999,0.0012182939012207305,True
[{'1017'}],0.16069417980082837,0.1687175725635729,67,"{1.0: 19, 0.0: 48}",0.000999000999000999,0.0012182939012207305,True
"[{'8254'}, {'3993'}]",0.1603707710121005,0.1641423443953196,66,"{1.0: 21, 0.0: 45}",0.000999000999000999,0.0012182939012207305,True
"[{'5637'}, {'2916'}]",0.1590294398195573,0.20851320997420425,116,"{0.0: 92, 1.0: 24}",0.000999000999000999,0.0012182939012207305,True
[{'2490'}],0.1586773258550267,0.18353136889636518,183,"{0.0: 143, 1.0: 40}",0.000999000999000999,0.0012182939012207305,True
[{'2154'}],0.1586527653190923,0.17962605329350656,72,"{1.0: 19, 0.0: 53}",0.000999000999000999,0.0012182939012207305,True
"[{'1007'}, {'1996'}]",0.15721340604255005,0.18516289931248853,72,"{1.0: 17, 0.0: 55}",0.000999000999000999,0.0012182939012207305,True
"[{'1998'}, {'2002'}]",0.15585220578644332,0.17711963176727297,70,"{0.0: 50, 1.0: 20}",0.000999000999000999,0.0012182939012207305,True
"[{'2000'}, {'1996'}, {'1010'}]",0.15471338248971583,0.20565904849240563,64,"{0.0: 49, 1.0: 15}",0.000999000999000999,0.0012182939012207305,True
[{'2438'}],0.15365851162428149,0.14980240341970474,84,"{0.0: 59, 1.0: 25}",0.000999000999000999,0.0012182939012207305,True
"[{'2008'}, {'2038'}]",0.15324598960989833,0.15809431474394448,67,"{1.0: 19, 0.0: 48}",0.000999000999000999,0.0012182939012207305,True
"[{'2022'}, {'1999'}]",0.152973085782474,0.1637283601305064,67,"{0.0: 50, 1.0: 17}",0.000999000999000999,0.0012182939012207305,True
"[{'2012'}, {'2560'}]",0.15281769864588682,0.1988719867335425,77,"{0.0: 63, 1.0: 14}",1.0,1.0,False
"[{'5637'}, {'2273'}]",0.1518894738507088,0.1522942895245038,150,"{1.0: 61, 0.0: 89}",0.000999000999000999,0.0012182939012207305,True
"[{'1037'}, {'3232'}]",0.15132963151003115,0.17147904871002073,74,"{1.0: 18, 0.0: 56}",0.000999000999000999,0.0012182939012207305,True
"[{'2004'}, {'1996'}]",0.15132060829253036,0.15852372153106759,127,"{1.0: 26, 0.0: 101}",0.000999000999000999,0.0012182939012207305,True
[{'9346'}],0.15116501327010243,0.13797173369675875,64,"{1.0: 32, 0.0: 32}",0.000999000999000999,0.0012182939012207305,True
"[{'2031'}, {'1996'}]",0.15037236069263332,0.15531909789728082,104,"{0.0: 81, 1.0: 23}",0.000999000999000999,0.0012182939012207305,True
[{'2525'}],0.14984768986101138,0.13801077545563878,71,"{0.0: 53, 1.0: 18}",0.000999000999000999,0.0012182939012207305,True
"[{'1997'}, {'1999'}]",0.1496412749428467,0.15349011524900125,83,"{0.0: 67, 1.0: 16}",0.000999000999000999,0.0012182939012207305,True
"[{'1000'}, {'1999'}]",0.1487503279613473,0.16495515266433358,80,"{0.0: 64, 1.0: 16}",0.000999000999000999,0.0012182939012207305,True
[{'3277'}],0.14862089052226185,0.18525444400523033,170,"{0.0: 134, 1.0: 36}",0.000999000999000999,0.0012182939012207305,True
[{'1004'}],0.14803872030129195,0.17428274220814693,65,"{1.0: 19, 0.0: 46}",0.000999000999000999,0.0012182939012207305,True
[{'4071'}],0.14742546023946435,0.1607061850635902,61,"{1.0: 15, 0.0: 46}",0.001998001998001998,0.0021717413021760845,True
"[{'1007'}, {'1998'}]",0.14663412134663675,0.1437131148788769,68,"{0.0: 46, 1.0: 22}",0.000999000999000999,0.0012182939012207305,True
"[{'2021'}, {'1045'}]",0.14624612860431624,0.1341507225349453,127,"{0.0: 92, 1.0: 35}",0.000999000999000999,0.0012182939012207305,True
"[{'1996'}, {'2000'}]",0.14611041714181874,0.15829556132754186,239,"{0.0: 188, 1.0: 51}",0.000999000999000999,0.0012182939012207305,True
"[{'11324'}, {'1010'}]",0.14587987544571257,0.19840841660094183,65,"{1.0: 11, 0.0: 54}",1.0,1.0,False
[{'6555'}],0.14579649464014466,0.15772309323603456,60,"{0.0: 44, 1.0: 16}",0.000999000999000999,0.0012182939012207305,True
[{'1521'}],0.14579198452437148,0.14381113341136004,150,"{1.0: 35, 0.0: 115}",0.000999000999000999,0.0012182939012207305,True
