pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.8977886463937309,0.5198201492517693,198,"{np.float64(1.0): 129, np.float64(0.0): 69}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}]",0.44539388550466713,0.45074033676053915,131,"{np.float64(1.0): 51, np.float64(0.0): 80}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}]",0.37366875383386994,0.3994382978666666,71,"{np.float64(0.0): 45, np.float64(1.0): 26}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.36889083056774746,0.3622370980798536,74,"{np.float64(0.0): 35, np.float64(1.0): 39}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'SW_1_1'}, {'S_0_1'}, {'S_0_1'}]",0.35711705272493094,0.39807396417953667,107,"{np.float64(0.0): 70, np.float64(1.0): 37}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}, {'S_0_1'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}]",0.3335175102655,0.4059901612116402,75,"{np.float64(0.0): 54, np.float64(1.0): 21}",0.000999000999000999,0.002724548179093634,True
"[{'N_0_1'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}]",0.2782160277392437,0.42290804265151527,161,"{np.float64(1.0): 132, np.float64(0.0): 29}",0.000999000999000999,0.002724548179093634,True
"[{'NE_1_1'}, {'E_1_0'}, {'SE_1_1'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.26390356733286047,0.40094235214325846,113,"{np.float64(0.0): 89, np.float64(1.0): 24}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}]",0.2571050935522915,0.38820133085879627,113,"{np.float64(0.0): 81, np.float64(1.0): 32}",0.000999000999000999,0.002724548179093634,True
"[{'W_1_0'}, {'SW_1_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}, {'E_1_0'}]",0.2544520930947459,0.09712382301411293,63,"{np.float64(1.0): 32, np.float64(0.0): 31}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'NE_1_1'}, {'SE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'S_0_1'}]",0.24116874712206546,0.33446176088652474,65,"{np.float64(0.0): 47, np.float64(1.0): 18}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}, {'SE_1_1'}]",0.23618785066414305,0.4583830017325,116,"{np.float64(1.0): 16, np.float64(0.0): 100}",0.000999000999000999,0.002724548179093634,True
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'SW_1_1'}]",0.2334265351509277,0.3714154687928263,180,"{np.float64(0.0): 147, np.float64(1.0): 33}",0.000999000999000999,0.002724548179093634,True
"[{'S_0_1'}, {'S_0_1'}, {'SE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'NE_1_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'N_0_1'}]",0.22973663707658595,0.7461800846108274,278,"{np.float64(1.0): 267, np.float64(0.0): 11}",1.0,1.0,False
"[{'NE_1_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'W_1_0'}, {'W_1_0'}]",0.22147684555293043,0.4411923386923077,62,"{np.float64(1.0): 10, np.float64(0.0): 52}",1.0,1.0,False
