pattern,quality,support,pattern_delta,error_class_0,error_class_1,size_class_0,size_class_1,std_class_0,std_class_1,dataset_size,max_gap,support_penalty,sigmoid_offset
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.8977886463937309,198,0.5198201492517693,0.7113435673913042,0.19152341813953488,69,129,0.09563781126441351,0.14821865174359344,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.8900960352245196,121,0.5226217554682275,0.6864500180769232,0.16382826260869565,52,69,0.11736397008232007,0.14133673976790403,5262,2,0.2,2
"[{'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.8510131440676936,70,0.5244076607579673,0.733251487037037,0.20884382627906975,27,43,0.06423722976761054,0.1474378123402448,5262,2,0.2,2
"[{'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}]",0.8322079717544937,128,0.4865224903840246,0.7143057528571428,0.22778326247311823,35,93,0.1103108157923458,0.12965531771016514,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}]",0.7998239572791486,79,0.48260729501923066,0.6802750007692306,0.19766770574999998,39,40,0.12557444355902844,0.1458580885956553,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}]",0.5523835859518308,128,0.6722677945535714,0.73600191875,0.06373412419642856,16,112,0.16755633805878228,0.1497206190962851,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'N_0_1'}, {'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}]",0.5042269544378695,198,0.6638289414769974,0.7410092990476189,0.07718035757062147,21,177,0.1484718699387107,0.17312318163922064,5262,2,0.2,2
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}]",0.44539388550466713,131,0.45074033676053915,0.1530306283375,0.6037709650980392,80,51,0.13348553383061756,0.23569551765042607,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}]",0.40441812311289455,900,0.5057014459168787,0.6140127416260164,0.1083112957091377,123,777,0.20306938413288972,0.21195089134699935,5262,2,0.2,2
"[{'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}]",0.39181642009618695,1214,0.4980576287314858,0.6082185225776396,0.11016089384615385,161,1053,0.22018471412359059,0.21531879093200726,5262,2,0.2,2
