pattern,quality,pattern_delta,support,class_balance,p_value,corrected_p,is_sig
"[{'N_0_1'}, {'N_0_1'}, {'N_0_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.94933728467558,0.6038343742025973,127,"{np.float64(1.0): 77, np.float64(0.0): 50}",0.000999000999000999,0.0026425187715510296,True
"[{'N_0_1'}, {'N_0_1'}, {'NE_1_1'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}]",0.6045684958599196,0.5566224365306123,63,"{np.float64(1.0): 49, np.float64(0.0): 14}",1.0,1.0,False
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.42872519827195094,0.4417096022804512,73,"{np.float64(0.0): 38, np.float64(1.0): 35}",0.000999000999000999,0.0026425187715510296,True
"[{'NE_1_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'S_0_1'}, {'SW_1_1'}]",0.39529347267086345,0.43731000283942423,64,"{np.float64(0.0): 43, np.float64(1.0): 21}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'E_1_0'}, {'N_0_1'}, {'NE_1_1'}, {'E_1_0'}]",0.3737779756224488,0.4809809013984158,423,"{np.float64(1.0): 359, np.float64(0.0): 64}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'SW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}]",0.3678659303039458,0.4847922488602693,76,"{np.float64(0.0): 54, np.float64(1.0): 22}",0.000999000999000999,0.0026425187715510296,True
"[{'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}, {'S_0_1'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.3617172072681423,0.4334065128284314,67,"{np.float64(0.0): 51, np.float64(1.0): 16}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'SW_1_1'}, {'S_0_1'}, {'S_0_1'}]",0.3341330114530916,0.38650317289429176,87,"{np.float64(0.0): 44, np.float64(1.0): 43}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'NE_1_1'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'SW_1_1'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}]",0.33113784407646973,0.43511364200000013,114,"{np.float64(0.0): 84, np.float64(1.0): 30}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'E_1_0'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}]",0.3156277010452202,0.40731973320657267,116,"{np.float64(0.0): 71, np.float64(1.0): 45}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'E_1_0'}, {'S_0_1'}, {'W_1_0'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}]",0.2910769305853526,0.3495341228655463,93,"{np.float64(0.0): 51, np.float64(1.0): 42}",0.000999000999000999,0.0026425187715510296,True
"[{'E_1_0'}, {'SE_1_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'S_0_1'}, {'W_1_0'}, {'W_1_0'}, {'SW_1_1'}, {'SW_1_1'}]",0.26941759448197256,0.37784524438624334,76,"{np.float64(0.0): 49, np.float64(1.0): 27}",0.000999000999000999,0.0026425187715510296,True
